FMID,MarketName,Website,street,city,County,State,zip,x,y
1008507,Downtown Clearwater Farmers Market,http://www.downtownclearwaterfarmersmarket.com,500 block Cleveland St.,Clearwater,Pinellas,Florida,33757,-82.799801,27.965733
1000589,Downtown Clermont Farmer's Market,http://www.clermontdowntownpartnership.org,691 W. Montrose Street,Clermont,Lake,Florida,34712,-81.767753,28.554926
1002604,Downtown Cleveland Market at Public Square,http://www.downtownclevelandmarket.org/,"Rockwell Avenue, NW Quadrant of Public Square",Cleveland,Cuyahoga,Ohio,44113,-81.694508,41.499932
1005112,Downtown Columbus Farmers Market,,222 West James St.,Columbus,Columbia,Wisconsin,53925,-89.0159,43.3396
1007589,Downtown Cumberland,,100 Baltimore Street,Cumberland,Allegany,Maryland,21502,-76.8194,39.0641
1002641,Downtown Danville Farmers Market,http://www.downtowndanville.org,319 N. Vermilion Street,Danville,Vermilion,Illinois,61832,-87.62994,40.13039
1000595,Downtown Daytona Beach Farmers Market,http://www.facebook.com/daytonafarmersmarket,105 E. Magnolia Ave.,Daytona Beach,Volusia,Florida,32114,-81.0173,29.2123
1000841,Downtown Denison Farmers Market,http://www.downtowndenisonfarmersmarket.com,400 West Chestnut,Denison,Grayson,Texas,75020,-96.540384,33.754246
1000185,Downtown Douglasville 2012 Summer Farmer's Market,,6754 West Broad Street,Douglasville,Douglas,Georgia,30134,-84.7507589,33.7503391
1001616,Downtown Downers Grove Market,http://www.indianboundaryymca.org/downtownmarket,Main Street Train Station on Burlington Avenue,Downers Grove,DuPage,Illinois,60515,-88.008889,41.795248
1003413,Downtown Elgin Harvest Market,http://www.elginharvestmarket.com,200 North Grove Avenue,Elgin,Kane,Illinois,60120,-88.287334,42.041325
1004470,Downtown Farmerington Farmers Market,http://www.ci.farmington.mn.us,109 Spruce Street,Framington,Dakota,Minnesota,55024,-93.1478,44.6383
1008130,Downtown Farmers and Artisans Bridge Market,,15th and Broadway,Longview,Cowlitz,Washington,98632,-122.936509,46.138808
1000140,Downtown Farmers and Produce Market,http://www.tallahasseedowntown.com,Monroe Street & Park Avenue,Tallahassee,Leon,Florida,32302,-84.2807,30.4422
1001704,Downtown Farmers Market,http://www.downtownwallawalla.com,4th & Main,Walla Walla,Walla Walla,Washington,99362,-118.3419409,46.0656937
1001931,Downtown Farmers Market,,,Eau Claire,,Wisconsin,54703,-91.5051,44.8018
1002635,Downtown Farmers Market,,205 North 5th Street,Zanesville,Muskingum,Ohio,43701,-82.0066,39.9439
1006820,Downtown Farmers Market sponsored by West Liberty Chamber of Commerce,http://www.westlibertyiowa.com,"E. 3rd St.,",West Liberty,Muscatine,Iowa,52776,-91.2626,41.5705
1002946,Downtown Farmers Market - Racine,,Corner of State and Erie St.,Racine,Racine,Wisconsin,53406,-87.7881,42.7311
1000039,Downtown Farmers Market Arts & Crafts Mercado,,South Lawn of the Main Library,Tucson,Pima,Arizona,85719,-110.972,32.2235
1003759,Downtown Farmers Market at Ancestor Square,http://www.ancestorsquare.com,2 W St. George Blvd,St. George,Washington,Utah,84770,-113.5837604,37.1099041
1002184,Downtown Farmers Market at Riverside,http://www.riversideca.gov/arts/farmers-market.asp,5th at Main St.,Riverside,Riverside,California,92522,-117.372487,33.984884
1001987,Downtown Farmers Market I,,Muncipale parking lot on Franklin St. from funeral home,Dobson,Surry,North Carolina,27017,-80.498,36.2434
1004902,Downtown Farmers Market I,,600 W. Rosedale,Fort Worth,Tarrant,Texas,76141,-97.3308,32.7332
1004901,Downtown Farmers Market II,,4800 S. Hulen Street,Fort Worth,Tarrant,Texas,76141,-97.3962,32.6769
1006931,Downtown Farmers Market II,,Corner of Church & Main St.,Laurinburg,Rutherford,North Carolina,28353,-79.4628,34.7742
1004900,Downtown Farmers Market III,,8101 Camp Bowie,Fort Worth,Tarrant,Texas,76141,-97.4555,32.7235
1005898,Downtown Farmers' Market - Des Moines,http://www.desmoinesfarmersmarket.com,Court Avenue & 4th Street,Des Moines,Polk,Iowa,50309,-93.6217,41.585
1006081,"Downtown Farmers' Market of Fort Pierce, Inc.",http://www.fortpiercefarmersmarket.com/,101 Melody Lane,fort pierce,St. Lucie,Florida,34950,-80.321776,27.448433
1003672,Downtown Farmington Farmers' Market,http://www.ci.farmington.mn.us,430 Third Street,Farmington,Dakota,Minnesota,55024,-93.145382,44.63821
1002706,Downtown Festival Market,,"2nd Ave. N & Broadway, on the US Bank",Fargo,Cass,North Dakota,,-96.788,46.8744
1005420,Downtown Gainesville Market On The Square,http://www.hallfarmers.org,Main Street and Spring Street,Gainesville,Hall,Georgia,30501,-83.827052,34.298785
1000833,Downtown Garden Market,http://www.dhhs.ne.gov/publichealth/Pages/nafh_gardenmarket2010.aspx,226 Centennial Mall South,Lincoln,Lancaster,Nebraska,68508,-96.698928,40.811925
1006685,Downtown Greenville Farmers Market,http://www.ruralresources.net,College Street,Greenville,Greene,Tennessee,37745,-82.7629,36.1476
1000453,Downtown Hampton Farmers Market,http://www.downtownhampton.com/farmersmarket/,,Hampton,,Virginia,,-76.3232,37.0125
1002527,Downtown Hattiesburg Farmers Market,http://Www.Facebook.com/downtownhattiesburgfarmersmarket,Main St and Buschman St,Hattiesburg,Forrest,Mississippi,39401,-89.287734,31.324433
20080,Downtown Hays Market,,107 West 10th St.,Hays,,Kansas,67601,-99.3309,38.8718
1002786,Downtown Henderson Farmers Market,http://www.hendersonfarmersmarket.com,In front of City Hall,Henderson,Clark,Nevada,89103,-114.984,36.0341
1008778,Downtown Hickory Farmers Market,http://www.hickoryfarmersmarket.com,220 Union Square,Hickory,Catawba,North Carolina,28601,-81.340927,35.732301
1001128,"Downtown Houma Farmers, Fishermen and Artisans Market",,7910 West Park Avenue,Houma,Terrebonne,Louisiana,70360,-90.7437249,29.6086166
1003252,Downtown Jackson Grand River Farmers Market,http://www.jacksondda.org,117 W. Louis Glick Hwy,Jackson,Jackson,Michigan,49201,-84.40602,42.248764
1008690,Downtown Jamestown Farmers Market,http://www.jrconline.org,119-121 W. Third St,Jamestown,Chautauqua,New York,14701,-79.243009,42.095771
1003282,Downtown Johnstown Farmer's Market,http://www.cityofjohnstownpa.net,Main Street,Johnstown,Cambria,Pennsylvania,15901,-78.918271,40.325608
1008415,Downtown Kaukauna Farmer's Market,http://www.cityofkaukauna.com/departments/farmers-market,101 Crooks Ave.,Kaukauna,Outagamie,Wisconsin,54130,-88.27095,44.277377
1006656,Downtown La CFM,,650 W 5Th Street,LOS ANGELES,LOS ANGELES,California,,-118.254,34.0505
1001809,Downtown Laramie Farmer's market,http://www.farmersmarketlaramie.com/,207 Grand Ave,Laramie,Albany,Wyoming,82070,-105.5944156,41.3110764
1005146,Downtown Laramie Farmer's Market,http://www.la.com,555 main st,Laramie,Albany,Wyoming,82072,-105.584278,41.323459
20081,Downtown LaSalle Canal Market,,First and Marquette Streets,LaSalle,,Illinois,61301,-89.0954,41.3281
1003020,Downtown Laurel Farmers Market,http://www.laurelmainstreet.com,Central Ave and Commerce Street,Laurel,Jones,Mississippi,39440,-89.1311105,31.6925307
1006384,Downtown Lee's Summit Farmers Market,http://www.downtownls.org,113 SE Douglas Street,Lee's Summit,Jackson,Missouri,64063,-94.3771,38.9143
1007038,DOWNTOWN LIMA FARMERS' MARKET,,221 N. Main St. SW CORNER OF TOWN SQ.,LIMA,Allen County,Ohio,,-84.1048,40.7418
1006672,Downtown Lombard French Market,,2 Blocks East of Main Street on the South Side of St. Charles Road in Downtown,Lombard,DuPage,Illinois,60148,-88.014929,41.88771
1003030,Downtown Manhattan Farmers Market Inc. I,,5th & Humboldt,Manhattan,Riley,Kansas,66502,-96.5635,39.1806
1003031,Downtown Manhattan Farmers Market Inc. II,,Cico Park,Manhattan,Riley,Kansas,66503,-96.6197,39.2015
1000717,Downtown Market,http://www.nprmainstreet.com,Historic District,New Port Richey,Pasco,Florida,34652,-82.7193,28.2442
1006791,Downtown Marquette Farmers Market,http://www.mqtfarmersmarket.com,112 S. Third St.,Marquette,Marquette,Michigan,49855,-87.3954171,46.5434712
1004635,Downtown Melbourne Farmers Market,http://www.tcsfoods.com,1900 South Harbor city Blvd,Melbourne,Brevard,Florida,32940,-80.603826,28.079208
1002590,Downtown Mid-Week Market,http://www.maryalicepark.org,436 Main Ave,Twin Falls,Twin Falls,Idaho,83301,-114.465,42.544
1001301,Downtown Middleton Farmers' Market,http://www.downtownmiddleton.com/farmers_market,Terrace Avenue,Middleton,Dane,Wisconsin,53562,-89.516386,43.094525
1002546,Downtown Middletown Farmers Market,,Erie Way from Cottage St. to Montgomery St.,Middletown,Orange,New York,10940,-74.413365,41.448592
1003977,Downtown Newport Farmers Market,,Corner Malcolm and Hwy 69,Newport,Jackson,Arkansas,72112,-91.2778566,35.6062953
1008384,Downtown Novato Community Farmers Market,http://www.communityfarmersmarkets.com,Grant Avenue and Sherman Ave,Novato,Marin,California,94947,-122.567554,38.107041
20082,Downtown Owosso Farmers Market,,Exchange Street in Downtown,Owosso,,Michigan,48867,-84.1493,42.9987
1000679,Downtown Oxnard Certified Farmers' Market,,,Oxnard,Ventura,California,93030,-119.084,34.4565
1003664,Downtown Palo Alto Farmers' Market,http://www.pafarmersmarket.org,"Gilman St. @ Hamilton, behind the downtown post office",Palo Alto,Santa Clara,California,94301,-122.1591,37.44534
1000070,Downtown PATH Greenmarket,http://www.grownyc.org,W Broadway - Barclay St & Park Pl,New York,New York,New York,10271,-74.0082,40.712
1005804,Downtown Petoskey Farmers Market,http://www.petoskey.com,Near corner of Howard & Michigan Streets,Petoskey,Emmet,Michigan,49770,-84.9555,45.3733
1007102,Downtown Pittsburgh Citiparks Farmers Market,,City-Country Building,Pittsburgh,Allegheny,Pennsylvania,15219,-79.9959,40.4406
1008258,Downtown Pittsfield Farmers Market,http://www.farmersmarketpittsfield.org,57 First Street,Pittsfield,Berkshire,Massachusetts,1201,-73.250684,42.450043
1008533,Downtown Poplar Bluff Farmers' Market,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2051,400 Main Street,Poplar Bluff,Butler,Missouri,63901,-90.39303,36.759334
1000304,Downtown Providence Farmers' Market,http://www.farmfreshri.org/find/farmersmarkets.php,Kennedy Plaza and Burnside Park,Providence,Providence,Rhode Island,2906,-71.4097,41.826
1008519,Downtown Ravenna Farmers Market,,Merdian St. and Cedar St.,Ravenna,Portage,Ohio,44266,-81.244684,41.159034
1007011,Downtown Rochester Farmers Market,,90 N. Main St.,Rochester,Strafford,New Hampshire,3867,-71.031,43.2989
1007319,Downtown Rochester Farmers' Market,http://www.DowntownRochesterMI.com,Corner of E. Third & Water,Rochester,Oakland,Michigan,48307,-83.13195,42.679095
1006277,Downtown Saginaw Farmers' Market,http://www.saginawfarmersmarket.org,507 S. Washington Avenue (M-13),Saginaw,Saginaw,Michigan,48602,-83.940911,43.428099
1006551,Downtown San Jose Farmers' Market,http://www.pcfma.com/downtownsanjose,18 N. San Pedro St.,San Jose,Santa Clara,California,95116,-121.893106,37.3355746
1004072,Downtown San Leandro Certified Farmers' Market,,Parrott Street and E. 14th Street,San Leandro,Alameda,California,94577,-122.153614,37.72235
1002400,Downtown Saturday Market,http://www.murraymainstreet.org,201 S 4th Street,Murray,Calloway,Kentucky,42071,-88.302466,36.609872
1004580,Downtown Seymour Farmers Market,,Walnut St. & St Louis Ave,Seymour,Jackson,Indiana,47274,-85.891564,38.957523
1005698,Downtown Sharon Farmers Market,,41 Chestnut Street,Sharon,Mercer,Pennsylvania,16146,-80.5106,41.2324
1001131,Downtown Sikeston Farmers' Market,http://www.DowntownSikeston.org,American Legion Square,Sikeston,Scott,Missouri,63801,-89.5887,36.8767
1008260,Downtown South Boston Farmers' Market,http://www.downtownsouthboston.com/,300 Broad Street,South Boston,Please Select County,Virginia,24592,-78.899971,36.697855
1000232,Downtown Sparta Farmers Market,http://www.spartachamber.com,72 N. Union,Sparta,Kent,Michigan,49345,-85.7072,43.1624
1005500,Downtown Steubenville Farmers' Market,,300 South 4th Street,Steubenville,Jefferson,Ohio,,-80.6169,40.3573
1002161,Downtown Sumter Farmers Market,http://www.downtownsumter.com,Main St. & Liberty St.,Sumter,Sumter,South Carolina,29151,-80.3417,33.9204
1001208,"Downtown Sylvester Farmers Market, INC.",,102 S. Main Street,Sylvester,Worth,Georgia,31791,-83.835769,31.525288
1000550,Downtown Syracuse Farmers Market,http://www.downtownsyracuse.com,Clinton Square,Syracuse,Onondaga,New York,13202,-76.1528,43.0509
1002465,Downtown Terre Haute Farmers' Market,http://www.downtownterrehautefarmersmarket.com,9th Street and Cherry Street,Terre Haute,Vigo,Indiana,47807,-87.4044397,39.4675452
1002466,Downtown Terre Haute Farmers' Market,http://www.downtownterrehautefarmersmarket.com,8th Street & Lafayette,Terre Haute,Vigo,Indiana,47807,-87.4055658,39.4829621
1004326,Downtown Tifton Farmers' Market,http://www.downtowntifton.com/?page_id=9,120 S. Tift Ave.,Tifton,Tift,Georgia,31794,-83.508489,31.452692
1001723,Downtown Topeka Farmers Market,http://www.downtowntopekafarmersmarket.com,10th & Topeka Blvd.,Topeka,Shawnee,Kansas,66618,-95.6816,39.0474
1000723,Downtown Tracy Certified Farmers Market,http://www.sjcfarmersmarket.com,10th Street,Tracy,San Joaquin,California,95376,-121.426864,37.738506
1008154,Downtown Troy Farmers Market,http://www.Troymainstreet.org,Cherry Street,Troy,Miami,Ohio,45373,-84.204574,40.039448
1000505,Downtown Tulsa Farmers Market,http://www.localharvest.org,Third and Boston,Tulsa,Tulsa,Oklahoma,74101,-95.99038,36.15396
1003637,Downtown Tupelo Farmers Market,http://www.tupelomainstreet.com,415 South Spring Street,Tupelo,Lee,Mississippi,38801,-88.704388,34.254718
1008005,Downtown Uniontown Farmers Market,,Main Street,Uniontown,Fayette,Pennsylvania,15401,-79.724865,39.901284
1000171,Downtown Valdosta Farm Days,http://www.valdostamainstreet.com/activities/farm-days/,100 E. Central Ave,Valdosta,Lowndes,Georgia,31601,-83.279103,30.832295
1006959,Downtown Vero Green Market,,"Heritage Center in Downtown Vero Beach, located at the intersection of 14th Avenue and 21st Street",Vero Beach,Indian River County,Florida,,-80.3998,27.6397
1001816,Downtown Waterfront Market,http://www.downtownwaterfrontmarket.com,113 South Water St.,Elizabeth City,Pasquotank,North Carolina,27909,-76.2186,36.2991
1007243,Downtown Waterloo Farmers Market,http://www.mainstreetwaterloo.org,420 Jefferson Street,Waterloo,Black Hawk,Iowa,50701,-92.3421,42.4956
1003574,Downtown Waterville Farmers' Market,http://www.watervillefarmersmarket.org,Corner of Appleton & Main Streets,Waterville,Kennebec,Maine,4901,-69.631,44.5512
1006512,Downtown Wellsboro Farmers Market,,"Wellsboro Plaza, next to Post Office",Wellsboro,Tioga,Pennsylvania,16901,-77.2889,41.7472
1007831,Downtown Westminster Farmers' Market,http://www.westminsterfarmfresh.com,Railroad Ave. (MD27) & Emerald Hill Lane,Westminster,Carroll,Maryland,21157,-76.8194,39.0641
1004571,Downtown Yankton Summer Market,http://www.downtownyankton.com,,Yankton,Yankton,South Dakota,57078,-97.3938,42.8699
1000675,Downtown Ypsilanti Farmers' Market,http://www.growinghope.net,,Ypsilanti,Washtenaw,Michigan,48197,-83.61675,42.239797
1008537,Dowtown Rolla Farmers' Market,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=642,9th Street and Hollaway,Rolla,Phelps,Missouri,65401,-91.761915,37.95036
1001512,Doyle Valley Farmers Market,,S Walnut St. & Santa Fe Park,Peabody,Marion,Kansas,66866,-97.10646,38.16422
1005052,Doylestown Farmers Market,,177 Portage St.,Doylestown,Wayne,Ohio,44230,-81.6956,40.9706
1004983,Doylestown Farmers' Market,http://www.buckinghampacivic.org,S. Hamilton St. and W. State St.,Doylestown,Bucks,Pennsylvania,18901,-75.131271,40.309051
1008646,Dr. Phillips Farmers Market,http://www.drphillipsfarmersmarket.com,7000 Dr. Phillips Blvd,Orlando,Orange,Florida,32819,-81.493887,28.459412
1004280,Drake Farmers Market,,Main St-6th Ave,Drake,McHenry,North Dakota,58736,-100.371695,47.927228
1001262,Drake Neighborhood Farmers Market,http://www.drakefarmersmarket.com,2500 University Avenue,Des Moines,Polk,Iowa,50311,-93.6512,41.6
1004980,"Drake Road Farmers' Market, LLC",http://www.drakeroadfarmersmarket.com,802 W. Drake Road,Fort Collins,Larimer,Colorado,80526,-105.0912913,40.553086
1002597,Draper Valley Farmer's Market,,3054 Greenbriar Road,Draper,Pulaski,Virginia,24324,-80.7422,37.0009
1004676,Druid Hill Farmers' Market,http://www.druidhillpark.org,3100 Swann Drive,Baltimore,Baltimore City,Maryland,21217,-76.645804,39.317728
1002409,Du Quion Farmers Market,,Keyes Park at Park and Divisions,Du Quoin,Perry,Illinois,62832,-89.2385,38.0132
1005577,Duarte,,E. Huntington Dr. & Buena Vista St.,DUARTE,Los Angeles,California,,-117.978,34.1397
1005358,Dublin,http://www.pcfma.com,at Central Parkway and Tassajara Road,Dublin,Alameda,California,94568,-121.873763,37.710493
1004057,Dublin Farmers' Market,http://www.dublinfarmersmarket.com,4261 West Dublin Granville Road,Dublin,Franklin,Ohio,43017,-83.10345,40.098529
1007706,Dubois Farmers Market,http://www.duboispachamber.com,2 N. Brandy Street,Dubois,Clearfield,Pennsylvania,15801,-78.7623,41.1187
1006451,Dubois Farmers' Market,http://www.stthomasdubois.diowy.org,9 South 1st Street,Dubois,Fremont,Wyoming,82513,-109.630466,43.533336
1002637,Dubuque County Fairgrounds Farmers Market,,14583 Old Highway Road,Dubuque,Dubuque,Iowa,52001,-90.7949,42.4794
1005197,Dubuque Farmers Market,http://www.dubuquemainstreet.org/fm.htm,Iowa Street between 11th & 14th Streets,Dubuque,Dubuque,Iowa,52001,-90.668052,42.504827
1004485,Dubuque Winter Farmers Market,http://www.fourmounds.org/MissionPrograms/WinterFarmersMarket/tabid/87/Default.aspx,1101 Central Ave,Dubuque,Dubuque,Iowa,52001,-90.6666256,42.5039834
1004695,Duchesne County Farmers Market,,Highway 40 and 100 West,Duchesne,Duchesne,Utah,84021,-110.403,40.1632
1004484,Dudley,http://www.dudleyfarmersmarket.org,119 West Main Street,Dudley,Worcester,Massachusetts,1571,-71.900883,42.043692
1003113,Due West Farmers Market,http://www.duewestfarmers.org,Hwy. 184 & Beulah Street,Due West,,South Carolina,29639,-82.3863,34.3355
1007313,Duffield Farmers Market,,,Jonesville,Lee,Virginia,24263,-83.154,36.695
1001873,Duke Farmers Market,http://www.hr.duke.edu/farmersmarket/,Campus of Duke University Medical Center,Durham,Durham,North Carolina,27710,-78.938993,36.005397
1001874,Duke Farmers Market,http://www.hr.duke.edu/farmersmarket/,The Sarah P. Duke Gardens on Anderson Street,Durham,Durham,North Carolina,27710,-78.931189,36.001444
1008158,dulce diamante farmer market,,6897 michigan ave,Detroit,Wayne,Michigan,48210,-83.129376,42.331109
1002886,Duluth Farmer's Market,http://www.duluthfarmersmarket.com,14th Ave. E. and 3rd St.,Duluth,St. Louis,Minnesota,55805,-92.0841,46.8021
